Loop number | Prosperity | Total Cooperators | Average RoleConProb | Average RoleNeighborConProb
5, 25.07631874298541, 50, 0.5025, 0.495
10, 23.856341189674524, 50, 0.5025, 0.5025
15, 22.85185185185185, 49, 0.495, 0.5075
20, 21.556677890011223, 49, 0.495, 0.505
25, 20.34006734006734, 49, 0.4975, 0.51
30, 20.37149270482604, 52, 0.5025, 0.5
35, 20.21773288439955, 54, 0.4975, 0.495
40, 19.696969696969695, 53, 0.495, 0.4975
45, 18.38047138047138, 51, 0.4925, 0.5
50, 17.52861952861953, 49, 0.4875, 0.4975
55, 17.31537598204265, 50, 0.4775, 0.5
60, 16.903479236812572, 50, 0.475, 0.495
65, 16.53872053872054, 49, 0.4725, 0.495
70, 15.58361391694725, 47, 0.47, 0.4975
75, 16.33557800224467, 49, 0.475, 0.495
80, 16.38159371492705, 50, 0.4775, 0.505
85, 16.186307519640852, 50, 0.4775, 0.51
90, 16.1358024691358, 51, 0.48, 0.5175
95, 15.227833894500561, 51, 0.4775, 0.515
100, 15.32996632996633, 53, 0.4775, 0.5125
105, 14.896745230078565, 53, 0.4675, 0.5125
110, 13.79236812570146, 52, 0.47, 0.51
115, 13.007856341189674, 51, 0.4675, 0.51
120, 12.32547699214366, 51, 0.48, 0.51
125, 12.468013468013469, 51, 0.485, 0.51
130, 12.692480359147027, 52, 0.4875, 0.51
135, 11.592592592592593, 49, 0.5, 0.5025
140, 11.490460157126824, 49, 0.5, 0.515
145, 11.551066217732885, 51, 0.5075, 0.5175
150, 11.51290684624018, 51, 0.5, 0.51
155, 11.11111111111111, 50, 0.495, 0.5125
160, 10.62850729517396, 48, 0.4975, 0.5125
165, 10.445566778900112, 49, 0.5025, 0.515
170, 10.731762065095399, 51, 0.51, 0.51
175, 10.075196408529742, 50, 0.5175, 0.4925
180, 10.52749719416386, 54, 0.52, 0.5
185, 10.445566778900112, 55, 0.5225, 0.5
190, 10.200897867564535, 54, 0.5275, 0.49
195, 10.158249158249157, 55, 0.5225, 0.505
200, 10.033670033670033, 53, 0.5275, 0.505
205, 10.062850729517397, 52, 0.5225, 0.505
210, 9.759820426487092, 51, 0.5125, 0.5125
215, 9.384960718294051, 51, 0.5025, 0.5
220, 9.342312008978675, 53, 0.495, 0.505
225, 9.069584736251404, 53, 0.495, 0.5125
230, 9.10213243546577, 53, 0.4975, 0.505
235, 9.088664421997755, 52, 0.4975, 0.5025
240, 8.345679012345679, 51, 0.5, 0.4975
245, 8.332210998877665, 49, 0.4925, 0.5025
250, 8.346801346801346, 51, 0.495, 0.51
255, 8.145903479236813, 51, 0.5075, 0.4975
260, 7.947250280583614, 51, 0.4975, 0.4825
265, 7.765432098765432, 50, 0.49, 0.485
270, 8.260381593714927, 53, 0.495, 0.48
275, 8.236812570145903, 53, 0.495, 0.48
280, 8.702581369248035, 55, 0.4925, 0.47
285, 8.58361391694725, 53, 0.4975, 0.475
290, 8.105499438832773, 52, 0.4875, 0.475
295, 8.212121212121213, 51, 0.4875, 0.475
300, 8.227833894500561, 51, 0.4875, 0.47
305, 7.673400673400674, 50, 0.4875, 0.48
310, 7.2233445566778895, 48, 0.49, 0.4825
315, 7.123456790123457, 48, 0.4925, 0.485
320, 7.280583613916947, 49, 0.4925, 0.495
325, 8.235690235690235, 52, 0.495, 0.505
330, 8.35578002244669, 54, 0.4925, 0.5
335, 8.24915824915825, 53, 0.49125, 0.50875
340, 8.214365881032549, 51, 0.48, 0.51875
345, 7.914702581369248, 50, 0.46875, 0.53125
350, 8.043771043771043, 50, 0.4625, 0.54375
355, 7.957351290684624, 49, 0.44375, 0.555
360, 8.013468013468012, 51, 0.435, 0.55125
365, 8.007856341189674, 52, 0.4325, 0.5475
370, 8.322109988776655, 50, 0.42, 0.56125
375, 8.305274971941639, 50, 0.41875, 0.56
380, 8.42648709315376, 50, 0.41125, 0.56
385, 8.560044893378226, 49, 0.40625, 0.5575
390, 7.949494949494949, 48, 0.40625, 0.56375
395, 8.133557800224466, 48, 0.395, 0.5875
400, 8.30976430976431, 47, 0.38625, 0.59
405, 8.138047138047138, 51, 0.37625, 0.58625
410, 8.105499438832773, 52, 0.3675, 0.575
415, 7.395061728395063, 50, 0.37, 0.5775
420, 8.031425364758698, 53, 0.3675, 0.58125
425, 8.178451178451178, 54, 0.35875, 0.58125
430, 8.22334455667789, 57, 0.34625, 0.5925
435, 8.469135802469136, 58, 0.34375, 0.60125
440, 7.924803591470258, 56, 0.3425, 0.59
445, 7.888888888888888, 56, 0.3425, 0.581875
450, 7.437710437710438, 56, 0.3475, 0.5825
455, 7.552188552188552, 57, 0.3425, 0.555
460, 7.737373737373737, 59, 0.3475, 0.53875
465, 7.847362514029181, 58, 0.3625, 0.5625
470, 6.729517396184064, 56, 0.3675, 0.5575
475, 6.5645342312008985, 54, 0.375, 0.56
480, 6.327721661054994, 53, 0.38625, 0.559375
485, 6.496071829405163, 52, 0.386875, 0.56875
490, 5.875420875420875, 53, 0.390625, 0.57125
495, 5.521885521885522, 54, 0.394375, 0.575
500, 6.035914702581369, 53, 0.399375, 0.58125
505, 5.99438832772166, 54, 0.416875, 0.589375
510, 5.570145903479236, 51, 0.43875, 0.584375
515, 5.37037037037037, 48, 0.451875, 0.570625
520, 5.430976430976431, 48, 0.46625, 0.58625
525, 5.239057239057239, 49, 0.46, 0.590625
530, 5.104377104377105, 47, 0.453125, 0.594375
535, 5.221099887766554, 48, 0.4359375, 0.58875
540, 5.87317620650954, 49, 0.4253125, 0.59
545, 5.782267115600448, 46, 0.4234375, 0.5775
550, 5.354657687991021, 45, 0.403125, 0.568125
555, 5.398428731762065, 47, 0.3965625, 0.561875
560, 4.859708193041526, 44, 0.38, 0.58
565, 4.429854096520764, 43, 0.36625, 0.583125
570, 4.326599326599326, 42, 0.363125, 0.5825
575, 4.40628507295174, 42, 0.36, 0.57
580, 4.411896745230079, 41, 0.354375, 0.575
585, 4.7485970819304155, 44, 0.3475, 0.5775
590, 4.687991021324354, 45, 0.3471875, 0.5625
595, 4.718294051627385, 44, 0.3415625, 0.56625
600, 4.771043771043771, 45, 0.3384375, 0.54625
605, 4.902356902356902, 47, 0.3284375, 0.5475
610, 4.92368125701459, 46, 0.32875, 0.55375
615, 4.004489337822672, 44, 0.3196875, 0.5525
620, 4.08080808080808, 41, 0.311875, 0.545
625, 4.1380471380471375, 41, 0.3203125, 0.55
630, 3.7643097643097647, 39, 0.3315625, 0.5525
635, 3.8013468013468015, 39, 0.3415625, 0.57125
640, 3.794612794612794, 39, 0.35125, 0.570625
645, 4.274971941638609, 39, 0.36, 0.574375
650, 4.854096520763187, 42, 0.375625, 0.586875
655, 4.931537598204265, 42, 0.381875, 0.594375
